songlistID,song,artist,release_year,combined
1199,I HEAR YOU KNOCKING,Dave Edmunds,1970,I HEAR YOU KNOCKING by Dave Edmunds
1200,Headkeeper,Dave Mason,null,Headkeeper by Dave Mason
1201,Only You Know And I Know,Dave Mason,null,Only You Know And I Know by Dave Mason
1202,We Just Disagree,Dave Mason,1977,We Just Disagree by Dave Mason
1203,Welcome To The Boomtown,David & David,1986,Welcome To The Boomtown by David & David
1204,Changes,David Bowie,1971,Changes by David Bowie
1205,China Girl,David Bowie,1983,China Girl by David Bowie
1206,Diamond Dogs,David Bowie,1974,Diamond Dogs by David Bowie
1207,Fame,David Bowie,1975,Fame by David Bowie
1208,Fashion,David Bowie,1980,Fashion by David Bowie
1209,Friday on My Mind,David Bowie,null,Friday on My Mind by David Bowie
1210,Golden Years,David Bowie,1975,Golden Years by David Bowie
1211,Heroes,David Bowie,1977,Heroes by David Bowie
1212,Jean Genie,David Bowie,null,Jean Genie by David Bowie
1213,Lets Dance,David Bowie,1983,Lets Dance by David Bowie
1214,Modern Love,David Bowie,1983,Modern Love by David Bowie
1215,Panic in Detroit,David Bowie,null,Panic in Detroit by David Bowie
1216,Rebel Rebel,David Bowie,1974,Rebel Rebel by David Bowie
1217,Space Oddity,David Bowie,1969,Space Oddity by David Bowie
1218,Starman,David Bowie,1972,Starman by David Bowie
1219,Stay,David Bowie,null,Stay by David Bowie
1220,Suffragette City,David Bowie,1972,Suffragette City by David Bowie
1221,Young Americans,David Bowie,1975,Young Americans by David Bowie
1222,Ziggy Stardust,David Bowie,1972,Ziggy Stardust by David Bowie
1223,Rock On,David Essex,1974,Rock On by David Essex
1224,Theres No Way Out Of Here,David Essex,null,Theres No Way Out Of Here by David Essex
1225,Theres No Way Out Of Here,David Gilmour,null,Theres No Way Out Of Here by David Gilmour
1226,Frenchette,David Johansen,null,Frenchette by David Johansen
1227,California Girls,David Lee Roth,null,California Girls by David Lee Roth
1228,Just A Gigolo / I Aint Got Nobody,David Lee Roth,1985,Just A Gigolo / I Aint Got Nobody by David Lee Roth
1229,Yankee Rose,David Lee Roth,1986,Yankee Rose by David Lee Roth
1230,Burn,Deep Purple,1974,Burn by Deep Purple
1231,Child In Time,Deep Purple,1970,Child In Time by Deep Purple
1232,Highway Star,Deep Purple,1972,Highway Star by Deep Purple
1233,Hush,Deep Purple,1968,Hush by Deep Purple
1234,Kentucky Woman,Deep Purple,1968,Kentucky Woman by Deep Purple
1235,Knocking At Your Backdoo,Deep Purple,1984,Knocking At Your Backdoo by Deep Purple
1236,Lazy,Deep Purple,1972,Lazy by Deep Purple
1237,Perfect Strangers,Deep Purple,null,Perfect Strangers by Deep Purple
1238,Smoke On The Water,Deep Purple,1972,Smoke On The Water by Deep Purple
1239,Space Truckin,Deep Purple,null,Space Truckin by Deep Purple
1240,Woman From Tokyo,Deep Purple,null,Woman From Tokyo by Deep Purple
1241,Animal,Def Leppard,1987,Animal by Def Leppard
1242,Armageddon It,Def Leppard,1987,Armageddon It by Def Leppard
1243,Bringin On The Heartbreak,Def Leppard,null,Bringin On The Heartbreak by Def Leppard
1244,Foolin,Def Leppard,null,Foolin by Def Leppard
1245,Hysteria,Def Leppard,1987,Hysteria by Def Leppard
1246,Love Bites,Def Leppard,1987,Love Bites by Def Leppard
1247,On Through The Night,Def Leppard,null,On Through The Night by Def Leppard
1248,Photograph,Def Leppard,1983,Photograph by Def Leppard
1249,Pour Some Sugar On Me,Def Leppard,1987,Pour Some Sugar On Me by Def Leppard
1250,Rock of Ages,Def Leppard,1983,Rock of Ages by Def Leppard
1251,Rock Rock,Def Leppard,null,Rock Rock by Def Leppard
1252,Rocket,Def Leppard,1987,Rocket by Def Leppard
1253,Too Late for Love,Def Leppard,null,Too Late for Love by Def Leppard
1254,Enjoy the Silence,Depeche Mode,1990,Enjoy the Silence by Depeche Mode
1255,Bell Bottom Blues,Derek & The Dominos,1970,Bell Bottom Blues by Derek & The Dominos
1256,Have You Ever Loved a Woman,Derek & The Dominos,null,Have You Ever Loved a Woman by Derek & The Dominos
1257,Layla,Derek & The Dominos,1970,Layla by Derek & The Dominos
1258,Recognition,Detective,null,Recognition by Detective
1259,ANGELOS,Dick Siegel,null,ANGELOS by Dick Siegel
1260,Holy Diver,Dio,null,Holy Diver by Dio
1261,Rainbow In the Dark,Dio,null,Rainbow In the Dark by Dio
1262,The Last In Line,Dio,null,The Last In Line by Dio
1263,Brothers In Arms,Dire Straits,1985,Brothers In Arms by Dire Straits
1264,Down To The Waterline,Dire Straits,1978,Down To The Waterline by Dire Straits
1265,Expresso Love,Dire Straits,1980,Expresso Love by Dire Straits
1266,Industrial Disease,Dire Straits,1982,Industrial Disease by Dire Straits
1267,Lady Writer,Dire Straits,1979,Lady Writer by Dire Straits
1268,Money for Nothing,Dire Straits,1985,Money for Nothing by Dire Straits
1269,Romeo And Juliet,Dire Straits,1980,Romeo And Juliet by Dire Straits
1270,So Far Away,Dire Straits,1985,So Far Away by Dire Straits
1271,Solid Rock,Dire Straits,null,Solid Rock by Dire Straits
1272,Sultans of Swing,Dire Straits,1978,Sultans of Swing by Dire Straits
1273,Walk of Life,Dire Straits,1985,Walk of Life by Dire Straits
1274,Counting Blue Cars,Dishwalla,1995,Counting Blue Cars by Dishwalla
1275,Drift Away,Dobie Gray,1973,Drift Away by Dobie Gray
1276,Alone Again,Dokken,null,Alone Again by Dokken
1277,In My Dreams,Dokken,null,In My Dreams by Dokken
1278,Into The Fire,Dokken,null,Into The Fire by Dokken
1279,Heavy Metal,Don Felder,1981,Heavy Metal by Don Felder
1280,All She Wants to Do Is Dance,Don Henley,1985,All She Wants to Do Is Dance by Don Henley
1281,Dirty Laundry,Don Henley,1982,Dirty Laundry by Don Henley
1282,Sunset Grill,Don Henley,1985,Sunset Grill by Don Henley
1283,The Boys Of Summer,Don Henley,1985,The Boys Of Summer by Don Henley
1284,The Heart of the Matter,Don Henley,1989,The Heart of the Matter by Don Henley
1285,The Last Worthless Evening,Don Henley,null,The Last Worthless Evening by Don Henley
1286,American Pie,Don McLean,1971,American Pie by Don McLean
1287,Ah! Leah!,Donnie Iris,1980,Ah! Leah! by Donnie Iris
1288,Love Is Like A Rock,Donnie Iris,1981,Love Is Like A Rock by Donnie Iris
1289,Season of the Witch,Donovan,1966,Season of the Witch by Donovan
1290,Sunshine Superman,Donovan,1966,Sunshine Superman by Donovan
1291,COVER OF THE ROLLING STONE,Dr. Hook & the Medicine Show,null,COVER OF THE ROLLING STONE by Dr. Hook & the Medicine Show
1292,Right Place Wrong Time,Dr. John,1973,Right Place Wrong Time by Dr. John
1293,Rio,Duran Duran,1982,Rio by Duran Duran
1294,Already Gone,Eagles,1974,Already Gone by Eagles
1295,Desperado,Eagles,1973,Desperado by Eagles
1296,Heartache Tonight,Eagles,1979,Heartache Tonight by Eagles
1297,Hotel California,Eagles,1976,Hotel California by Eagles
1298,I Cant Tell You Why,Eagles,1979,I Cant Tell You Why by Eagles
1299,In The City,Eagles,1979,In The City by Eagles
1300,Life in the Fast Lane,Eagles,1976,Life in the Fast Lane by Eagles
1301,Lyin Eyes,Eagles,1975,Lyin Eyes by Eagles
1302,New Kid In Town,Eagles,1976,New Kid In Town by Eagles
1303,One of These Nights,Eagles,1975,One of These Nights by Eagles
1304,Peaceful Easy Feeling,Eagles,1972,Peaceful Easy Feeling by Eagles
1305,Seven Bridges Road,Eagles,1980,Seven Bridges Road by Eagles
1306,Take It Easy,Eagles,1972,Take It Easy by Eagles
1307,Take It to the Limit,Eagles,1975,Take It to the Limit by Eagles
1308,Tequila Sunrise,Eagles,1973,Tequila Sunrise by Eagles
1309,The Best of My Love,Eagles,1974,The Best of My Love by Eagles
1310,The Long Run,Eagles,1979,The Long Run by Eagles
1311,Those Shoes,Eagles,1979,Those Shoes by Eagles
1312,Victim of Love,Eagles,1976,Victim of Love by Eagles
1313,Witchy Woman,Eagles,1972,Witchy Woman by Eagles
1314,Baby Hold On,Eddie Money,1977,Baby Hold On by Eddie Money
1315,Gimme Some Water,Eddie Money,null,Gimme Some Water by Eddie Money
1316,Shakin,Eddie Money,null,Shakin by Eddie Money
1317,Take Me Home Tonight,Eddie Money,1986,Take Me Home Tonight by Eddie Money
1318,Think Im In Love,Eddie Money,null,Think Im In Love by Eddie Money
1319,Two Tickets To Paradise,Eddie Money,null,Two Tickets To Paradise by Eddie Money
1320,Frankenstein,Edgar Winter Group,null,Frankenstein by Edgar Winter Group
1321,Free Ride,Edgar Winter Group,1973,Free Ride by Edgar Winter Group
1322,WAR,Edwin Starr,1970,WAR by Edwin Starr
1323,CANT GET IT OUT OF MY HEAD,Electric Light Orchestra,1974,CANT GET IT OUT OF MY HEAD by Electric Light Orchestra
1324,Do Ya,Electric Light Orchestra,null,Do Ya by Electric Light Orchestra
1325,Dont Bring Me Down,Electric Light Orchestra,1979,Dont Bring Me Down by Electric Light Orchestra
1326,Evil Woman,Electric Light Orchestra,1975,Evil Woman by Electric Light Orchestra
1327,Fire On High,Electric Light Orchestra,1975,Fire On High by Electric Light Orchestra
1328,Livin Thing,Electric Light Orchestra,1976,Livin Thing by Electric Light Orchestra
1329,Roll Over Beethoven,Electric Light Orchestra,null,Roll Over Beethoven by Electric Light Orchestra
1330,Strange Magic,Electric Light Orchestra,1985,Strange Magic by Electric Light Orchestra
1331,Sweet Talkin Woman,Electric Light Orchestra,1978,Sweet Talkin Woman by Electric Light Orchestra
1332,Telephone Line,Electric Light Orchestra,null,Telephone Line by Electric Light Orchestra
1333,Turn To Stone,Electric Light Orchestra,1978,Turn To Stone by Electric Light Orchestra
1334,All The Girls Love Alice,Elton John,1973,All The Girls Love Alice by Elton John
1335,Bennie And The Jets,Elton John,1973,Bennie And The Jets by Elton John
1336,Candle in the Wind,Elton John,1973,Candle in the Wind by Elton John
1337,Captain Fantastic,Elton John,1975,Captain Fantastic by Elton John
1338,Crocodile Rock,Elton John,1972,Crocodile Rock by Elton John
1339,DANIEL,Elton John,1973,DANIEL by Elton John
1340,Dont Let The Sun Go Down On Me,Elton John,1974,Dont Let The Sun Go Down On Me by Elton John
1341,Funeral for a Friend (Love Lies Bleeding),Elton John,1973,Funeral for a Friend (Love Lies Bleeding) by Elton John
1342,Goodbye Yellow Brick Road,Elton John,1973,Goodbye Yellow Brick Road by Elton John
1343,Harmony,Elton John,1973,Harmony by Elton John
1344,Honky Cat,Elton John,1972,Honky Cat by Elton John
1345,Levon,Elton John,1071,Levon by Elton John
1346,Madman Across The Water,Elton John,1971,Madman Across The Water by Elton John
1347,Rocket Man,Elton John,1972,Rocket Man by Elton John
1348,Saturday Nights Alright for Fighting,Elton John,1973,Saturday Nights Alright for Fighting by Elton John
1349,Someone Saved My Life Tonight,Elton John,1975,Someone Saved My Life Tonight by Elton John
1350,Take Me to the Pilot,Elton John,null,Take Me to the Pilot by Elton John
1351,Teacher I Need You,Elton John,null,Teacher I Need You by Elton John
1352,THE BITCH IS BACK,Elton John,1974,THE BITCH IS BACK by Elton John
1353,Tiny Dancer,Elton John,1971,Tiny Dancer by Elton John
1354,Where To Now St. Peter,Elton John,1970,Where To Now St. Peter by Elton John
1355,Your Song,Elton John,1970,Your Song by Elton John
1356,Fooled around and Fell in Love,Elvin Bishop,1975,Fooled around and Fell in Love by Elvin Bishop
1357,Alison,Elvis Costello,1977,Alison by Elvis Costello
1358,Pump It Up,Elvis Costello,1978,Pump It Up by Elvis Costello
1359,Veronica,Elvis Costello,1989,Veronica by Elvis Costello
1360,After Midnight,Eric Clapton,1970,After Midnight by Eric Clapton
1361,Bad Love,Eric Clapton,1989,Bad Love by Eric Clapton
1362,Call Me the Breeze,Eric Clapton,null,Call Me the Breeze by Eric Clapton
1363,Cocaine,Eric Clapton,1977,Cocaine by Eric Clapton
1364,Forever Man,Eric Clapton,1985,Forever Man by Eric Clapton
1365,I Cant Stand It,Eric Clapton,1981,I Cant Stand It by Eric Clapton
1366,I Shot The Sheriff,Eric Clapton,1974,I Shot The Sheriff by Eric Clapton
1367,Ive Got a Rock N Roll Heart,Eric Clapton,null,Ive Got a Rock N Roll Heart by Eric Clapton
1368,Its In The Way That You Use It,Eric Clapton,1986,Its In The Way That You Use It by Eric Clapton
1369,Knockin On Heavens Door,Eric Clapton,null,Knockin On Heavens Door by Eric Clapton
1370,Lay Down Sally,Eric Clapton,1977,Lay Down Sally by Eric Clapton
1371,Layla,Eric Clapton,null,Layla by Eric Clapton
1372,Let It Grow,Eric Clapton,1974,Let It Grow by Eric Clapton
1373,Let It Rain,Eric Clapton,1970,Let It Rain by Eric Clapton
1374,Pretending,Eric Clapton,1989,Pretending by Eric Clapton
1375,Shes Waiting,Eric Clapton,1985,Shes Waiting by Eric Clapton
1376,Tears In Heaven,Eric Clapton,null,Tears In Heaven by Eric Clapton
1377,The Core,Eric Clapton,1977,The Core by Eric Clapton
1378,Willie and the Hand Jive,Eric Clapton,null,Willie and the Hand Jive by Eric Clapton
1379,Wonderful Tonight,Eric Clapton,1977,Wonderful Tonight by Eric Clapton
1380,Cliffs Of Dover,Eric Johnson,1990,Cliffs Of Dover by Eric Johnson
1381,The Final Countdown,Europe,1986,The Final Countdown by Europe
1382,Sweet Dreams (Are Made of This),Eurythmics,1982,Sweet Dreams (Are Made of This) by Eurythmics
1383,Inside Out,Eve 6,null,Inside Out by Eve 6
1384,Santa Monica,Everclear,1996,Santa Monica by Everclear
1385,The Boys Are Back In Town,Everclear,null,The Boys Are Back In Town by Everclear
1386,What Its Like,Everlast,1999,What Its Like by Everlast
1387,More Than Words,Extreme,1991,More Than Words by Extreme
1388,Mutha (Dont Wanna Go To School Today),Extreme,null,Mutha (Dont Wanna Go To School Today) by Extreme
1389,Ooh La La,Faces,1973,Ooh La La by Faces
1390,Stay With Me,Faces,1971,Stay With Me by Faces
1391,Epic,Faith No More,1989,Epic by Faith No More
1392,House Of Pain,Faster Pussycat,1990,House Of Pain by Faster Pussycat
1393,All The Kings Horses,Firm,null,All The Kings Horses by Firm
1394,Signs,Five Man Electrical Band,1970,Signs by Five Man Electrical Band
1395,Blue Letter,Fleetwood Mac,null,Blue Letter by Fleetwood Mac
1396,Dont Stop,Fleetwood Mac,1977,Dont Stop by Fleetwood Mac
1397,Dreams,Fleetwood Mac,1977,Dreams by Fleetwood Mac
1398,Go Your Own Way,Fleetwood Mac,1977,Go Your Own Way by Fleetwood Mac
1399,Gold Dust Woman,Fleetwood Mac,1977,Gold Dust Woman by Fleetwood Mac
1400,Gypsy,Fleetwood Mac,1982,Gypsy by Fleetwood Mac
1401,Hold Me,Fleetwood Mac,1982,Hold Me by Fleetwood Mac
1402,Hypnotized,Fleetwood Mac,1973,Hypnotized by Fleetwood Mac
1403,I Dont Want To Know,Fleetwood Mac,1977,I Dont Want To Know by Fleetwood Mac
1404,Im So Afraid,Fleetwood Mac,null,Im So Afraid by Fleetwood Mac
1405,Landslide,Fleetwood Mac,1975,Landslide by Fleetwood Mac
1406,Little Lies,Fleetwood Mac,1987,Little Lies by Fleetwood Mac
1407,Monday Morning,Fleetwood Mac,1975,Monday Morning by Fleetwood Mac
1408,Never Going Back Again,Fleetwood Mac,1977,Never Going Back Again by Fleetwood Mac
1409,Oh Well,Fleetwood Mac,1969,Oh Well by Fleetwood Mac
1410,Rhiannon,Fleetwood Mac,1975,Rhiannon by Fleetwood Mac
1411,Sara,Fleetwood Mac,1980,Sara by Fleetwood Mac
1412,Say You Love Me,Fleetwood Mac,null,Say You Love Me by Fleetwood Mac
1413,Second Hand News,Fleetwood Mac,1977,Second Hand News by Fleetwood Mac
1414,Sentimental Lady,Fleetwood Mac,null,Sentimental Lady by Fleetwood Mac
1415,The Chain,Fleetwood Mac,1977,The Chain by Fleetwood Mac
1416,Tusk,Fleetwood Mac,1979,Tusk by Fleetwood Mac
1417,World Turning,Fleetwood Mac,null,World Turning by Fleetwood Mac
1418,You Make Loving Fun,Fleetwood Mac,1977,You Make Loving Fun by Fleetwood Mac
1419,Hocus Pocus,Focus,1971,Hocus Pocus by Focus
1420,Dreamer,Foghat,null,Dreamer by Foghat
1421,Fool For The City,Foghat,1975,Fool For The City by Foghat
1422,I Just Want To Make Love To You,Foghat,null,I Just Want To Make Love To You by Foghat
1423,Slow Ride,Foghat,1975,Slow Ride by Foghat
1424,All My Life,Foo Fighters,2002,All My Life by Foo Fighters
1425,Baker Street,Foo Fighters,null,Baker Street by Foo Fighters
1426,Best of You,Foo Fighters,2005,Best of You by Foo Fighters
1427,Everlong,Foo Fighters,1997,Everlong by Foo Fighters
1428,Learn To Fly,Foo Fighters,1999,Learn To Fly by Foo Fighters
1429,Monkey Wrench,Foo Fighters,1997,Monkey Wrench by Foo Fighters
1430,My Hero,Foo Fighters,1997,My Hero by Foo Fighters
1431,The Pretender,Foo Fighters,2007,The Pretender by Foo Fighters
1432,These Days,Foo Fighters,2011,These Days by Foo Fighters
1433,Times Like These,Foo Fighters,2002,Times Like These by Foo Fighters
1434,Cold As Ice,Foreigner,1977,Cold As Ice by Foreigner
1435,Dirty White Boy,Foreigner,1979,Dirty White Boy by Foreigner
1436,Double Vision,Foreigner,1978,Double Vision by Foreigner
1437,Feels Like the First Time,Foreigner,1977,Feels Like the First Time by Foreigner
1438,Head Games,Foreigner,null,Head Games by Foreigner
1439,Hot Blooded,Foreigner,1978,Hot Blooded by Foreigner
1440,I Want to Know What Love Is,Foreigner,1984,I Want to Know What Love Is by Foreigner
1441,Juke Box Hero,Foreigner,1981,Juke Box Hero by Foreigner
1442,Love Has Taken Its Toll,Foreigner,null,Love Has Taken Its Toll by Foreigner
1443,Starrider,Foreigner,null,Starrider by Foreigner
1444,That Was Yesterday,Foreigner,1984,That Was Yesterday by Foreigner
1445,Urgent,Foreigner,1981,Urgent by Foreigner
1446,Waiting for a Girl Like You,Foreigner,1981,Waiting for a Girl Like You by Foreigner
1447,Women,Foreigner,null,Women by Foreigner
1448,Joes Garage,Frank Zappa,1979,Joes Garage by Frank Zappa
1449,Peaches En Regalia,Frank Zappa,null,Peaches En Regalia by Frank Zappa
1450,All Right Now,Free,1970,All Right Now by Free
1451,Hemorrhage,Free,null,Hemorrhage by Free
1452,Wishing Well,Free,1973,Wishing Well by Free
1453,Maggot Brain,Funkadelic,1971,Maggot Brain by Funkadelic
1454,CARS,Gary Numan,1979,CARS by Gary Numan
1455,Dream Weaver,Gary Wright,1975,Dream Weaver by Gary Wright
1456,Love Is Alive,Gary Wright,null,Love Is Alive by Gary Wright
1457,A Trick of the Tail,Genesis,1976,A Trick of the Tail by Genesis
1458,Abacab,Genesis,1981,Abacab by Genesis
1459,Behind The Lines,Genesis,null,Behind The Lines by Genesis
1460,Carpet Crawlers,Genesis,null,Carpet Crawlers by Genesis
1461,Follow You Follow Me,Genesis,1978,Follow You Follow Me by Genesis
1462,Home by the Sea/Second Home by the Sea,Genesis,1983,Home by the Sea/Second Home by the Sea by Genesis
1463,Just A Job To Do,Genesis,null,Just A Job To Do by Genesis
1464,Land Of Confusion,Genesis,1986,Land Of Confusion by Genesis
1465,Mama,Genesis,1983,Mama by Genesis
1466,Man On The Corner,Genesis,1981,Man On The Corner by Genesis
1467,Misunderstanding,Genesis,1980,Misunderstanding by Genesis
1468,No Reply At All,Genesis,1981,No Reply At All by Genesis
1469,Thats All,Genesis,1983,Thats All by Genesis
1470,The Lamb Lies Down On Broadway,Genesis,1974,The Lamb Lies Down On Broadway by Genesis
1471,Tonight Tonight (live),Genesis,1986,Tonight Tonight (live) by Genesis
1472,Turn It On Again,Genesis,1980,Turn It On Again by Genesis
1473,Give Me Love,George Harrison,1973,Give Me Love by George Harrison
1474,GOT MY MIND SET ON YOU,George Harrison,1987,GOT MY MIND SET ON YOU by George Harrison
1475,My Sweet Lord,George Harrison,1970,My Sweet Lord by George Harrison
1476,Bad to the Bone,George Thorogood,1982,Bad to the Bone by George Thorogood
1477,Delaware Slide,George Thorogood,null,Delaware Slide by George Thorogood
1478,Get A Haircut,George Thorogood,null,Get A Haircut by George Thorogood
1479,I Drink Alone,George Thorogood,1985,I Drink Alone by George Thorogood
1480,It Wasnt Me,George Thorogood,null,It Wasnt Me by George Thorogood
1481,Move It On Over,George Thorogood,null,Move It On Over by George Thorogood
1482,Who Do You Love,George Thorogood,null,Who Do You Love by George Thorogood
1483,Keep Your Hands To Yourself,Georgia Satellites,1986,Keep Your Hands To Yourself by Georgia Satellites
1484,Baker Street,Gerry Rafferty,1978,Baker Street by Gerry Rafferty
1485,Right Down the Line,Gerry Rafferty,1978,Right Down the Line by Gerry Rafferty
1486,Found Out About You,Gin Blossoms,1993,Found Out About You by Gin Blossoms
1487,Hey Jealousy,Gin Blossoms,1992,Hey Jealousy by Gin Blossoms
1488,Smugglers Blues,Glenn Frey,1984,Smugglers Blues by Glenn Frey
1489,You Belong to the City,Glenn Frey,1985,You Belong to the City by Glenn Frey
1490,Marakesh Express,Gold Star Ballroom Orchestra,null,Marakesh Express by Gold Star Ballroom Orchestra
1491,Are You Receiving Me,Golden Earring,1973,Are You Receiving Me by Golden Earring
1492,Radar Love,Golden Earring,1973,Radar Love by Golden Earring
1493,Twilight Zone,Golden Earring,1983,Twilight Zone by Golden Earring
1494,Sundown,Gordon Lightfoot,1974,Sundown by Gordon Lightfoot
1495,Soulshine,Gov't Mule,null,Soulshine by Govt Mule
1496,Bad Time,Grand Funk Railroad,1974,Bad Time by Grand Funk Railroad
1497,Closer To Home (Im Your Captain),Grand Funk Railroad,1970,Closer To Home (Im Your Captain) by Grand Funk Railroad
1498,Loco-Motion,Grand Funk Railroad,1974,Loco-Motion by Grand Funk Railroad
1499,Shinin On,Grand Funk Railroad,1974,Shinin On by Grand Funk Railroad
1500,Some Kind of Wonderful,Grand Funk Railroad,1975,Some Kind of Wonderful by Grand Funk Railroad
1501,Were an American Band,Grand Funk Railroad,1973,Were an American Band by Grand Funk Railroad
1502,Alabama Getaway,Grateful Dead,null,Alabama Getaway by Grateful Dead
1503,Black-Throated Wind,Grateful Dead,null,Black-Throated Wind by Grateful Dead
1504,Casey Jones,Grateful Dead,1970,Casey Jones by Grateful Dead
1505,CHINA TOWN SHUFFLE,Grateful Dead,null,CHINA TOWN SHUFFLE by Grateful Dead
1506,Friend Of The Devil,Grateful Dead,1970,Friend Of The Devil by Grateful Dead
1507,Hell in a Bucket,Grateful Dead,null,Hell in a Bucket by Grateful Dead
1508,Loser,Grateful Dead,null,Loser by Grateful Dead
1509,Me and Bobby McGee,Grateful Dead,null,Me and Bobby McGee by Grateful Dead
1510,NOT FADEAWAY/GOING /AWAY,Grateful Dead,null,NOT FADEAWAY/GOING /AWAY by Grateful Dead
1511,Scarlet Begonias,Grateful Dead,null,Scarlet Begonias by Grateful Dead
1512,Shakedown Street,Grateful Dead,null,Shakedown Street by Grateful Dead
1513,Sugar Magnolia,Grateful Dead,1970,Sugar Magnolia by Grateful Dead
1514,Touch of Grey,Grateful Dead,1987,Touch of Grey by Grateful Dead
1515,Truckin,Grateful Dead,1970,Truckin by Grateful Dead
1516,Turn On Your Lovelight,Grateful Dead,null,Turn On Your Lovelight by Grateful Dead
1517,U.S. Blues,Grateful Dead,null,U.S. Blues by Grateful Dead
1518,Uncle Johns Band,Grateful Dead,1969,Uncle Johns Band by Grateful Dead
1519,Mista Bone,Great White,null,Mista Bone by Great White
1520,Rock Me,Great White,null,Rock Me by Great White
1521,Rollin Stoned,Great White,null,Rollin Stoned by Great White
1522,Save Your Love,Great White,null,Save Your Love by Great White
1523,Basket Case,Green Day,1994,Basket Case by Green Day
1524,Boulevard Of Broken Dreams,Green Day,2004,Boulevard Of Broken Dreams by Green Day
1525,Brain Stew/Jaded,Green Day,1995,Brain Stew/Jaded by Green Day
1526,Good Riddance (Time Of Your Life),Green Day,1997,Good Riddance (Time Of Your Life) by Green Day
1527,Holiday (Live),Green Day,2004,Holiday (Live) by Green Day
1528,Holiday / Boulevard of Broken Dreams,Green Day,2004,Holiday / Boulevard of Broken Dreams by Green Day
1529,Longview,Green Day,1994,Longview by Green Day
1530,When I Come Around,Green Day,1994,When I Come Around by Green Day
1531,The Break Up Song,Greg Kihn Band,1981,The Break Up Song by Greg Kihn Band
1532,Im No Angel,Gregg Allman,1987,Im No Angel by Gregg Allman
1533,Midnight Rider,Gregg Allman,1970,Midnight Rider by Gregg Allman
1534,American Woman,Guess Who,1970,American Woman by Guess Who
1535,Friends Of Mine,Guess Who,null,Friends Of Mine by Guess Who
1536,No Sugar Tonight / New Mother Nature,Guess Who,1970,No Sugar Tonight / New Mother Nature by Guess Who
1537,No Time,Guess Who,null,No Time by Guess Who
1538,THESE EYES,Guess Who,1969,THESE EYES by Guess Who
1539,Civil War,Guns N' Roses,1991,Civil War by Guns N Roses
1540,Dont Cry,Guns N' Roses,null,Dont Cry by Guns N Roses
1541,Knockin On Heavens Door,Guns N' Roses,null,Knockin On Heavens Door by Guns N Roses
1542,Live and Let Die,Guns N' Roses,null,Live and Let Die by Guns N Roses
1543,Mr. Brownstone,Guns N' Roses,1987,Mr. Brownstone by Guns N Roses
1544,My Michelle,Guns N' Roses,1987,My Michelle by Guns N Roses
1545,November Rain,Guns N' Roses,1991,November Rain by Guns N Roses
1546,Paradise City,Guns N' Roses,1987,Paradise City by Guns N Roses
1547,Patience,Guns N' Roses,1988,Patience by Guns N Roses
1548,Sweet Child O Mine,Guns N' Roses,1987,Sweet Child O Mine by Guns N Roses
1549,Used To Love Her,Guns N' Roses,1988,Used To Love Her by Guns N Roses
1550,Welcome to the Jungle,Guns N' Roses,1987,Welcome to the Jungle by Guns N Roses
1551,You Could Be Mine,Guns N' Roses,null,You Could Be Mine by Guns N Roses
1552,AS FAR AS YOU CAN SEE (AS MU,Gypsy,null,AS FAR AS YOU CAN SEE (AS MU by Gypsy
1553,Axel F Theme,Harold Faltermeyer,1984,Axel F Theme by Harold Faltermeyer
1554,Cats In The Cradle,Harry Chapin,1974,Cats In The Cradle by Harry Chapin
1555,W*O*L*D*,Harry Chapin,1974,W*O*L*D* by Harry Chapin
1556,Jump into the Fire,Harry Nilsson,null,Jump into the Fire by Harry Nilsson
1557,Never Been Any Reason,Head East,1975,Never Been Any Reason by Head East
1558,All I Wanna Do Is Make Love to You,Heart,null,All I Wanna Do Is Make Love to You by Heart
1559,Alone,Heart,1987,Alone by Heart
1560,Barracuda,Heart,1977,Barracuda by Heart
1561,Bebe le Strange,Heart,null,Bebe le Strange by Heart
1562,Crazy On You,Heart,1976,Crazy On You by Heart
1563,Dog & Butterfly,Heart,null,Dog & Butterfly by Heart
1564,Dreamboat Annie,Heart,1976,Dreamboat Annie by Heart
1565,Even It Up,Heart,null,Even It Up by Heart
1566,Heartless,Heart,null,Heartless by Heart
1567,How Can I Refuse,Heart,1983,How Can I Refuse by Heart
1568,If Looks Could Kill,Heart,null,If Looks Could Kill by Heart
1569,Kick It Out,Heart,null,Kick It Out by Heart
1570,Little Queen,Heart,null,Little Queen by Heart
1571,Love Alive,Heart,null,Love Alive by Heart
1572,Magic Man,Heart,1976,Magic Man by Heart
1573,Mistral Wind,Heart,null,Mistral Wind by Heart
1574,Never,Heart,null,Never by Heart
1575,Nothin at All,Heart,null,Nothin at All by Heart
1576,Rock And Roll,Heart,null,Rock And Roll by Heart
1577,Stairway To Heaven,Heart,null,Stairway To Heaven by Heart
1578,Straight On,Heart,1978,Straight On by Heart
1579,Tell It Like It Is,Heart,null,Tell It Like It Is by Heart
1580,What About Love?,Heart,null,What About Love? by Heart
1581,Who Will You Run To,Heart,null,Who Will You Run To by Heart
1582,House Of Living,Heartsfield,null,House Of Living by Heartsfield
1583,Sangre Por Sangre,HellYeah,null,Sangre Por Sangre by HellYeah
1584,Grey Ghost,Henry Paul Band,1979,Grey Ghost by Henry Paul Band
