songlistID,song,artist,release_year,combined
1945,Smokin in the Boys Room,Motley Crue,null,Smokin in the Boys Room by Motley Crue
1946,Wild Side,Motley Crue,1987,Wild Side by Motley Crue
1947,All the Young Dudes,Mott the Hoople,1972,All the Young Dudes by Mott the Hoople
1948,Mississippi Queen,Mountain,1970,Mississippi Queen by Mountain
1949,Moon Rider,Moxy,null,Moon Rider by Moxy
1950,Addicted To That Rush,Mr. Big,null,Addicted To That Rush by Mr. Big
1951,In the Summertime,Mungo Jerry,1970,In the Summertime by Mungo Jerry
1952,Hair Of The Dog,Nazareth,1975,Hair Of The Dog by Nazareth
1953,Love Hurts,Nazareth,1976,Love Hurts by Nazareth
1954,Cinnamon Girl,Neil Young,1969,Cinnamon Girl by Neil Young
1955,Down by the River,Neil Young,1969,Down by the River by Neil Young
1956,Everybody Knows This Is Nowhere,Neil Young,null,Everybody Knows This Is Nowhere by Neil Young
1957,Heart of Gold,Neil Young,1972,Heart of Gold by Neil Young
1958,Like a Hurricane,Neil Young,1977,Like a Hurricane by Neil Young
1959,Old Man,Neil Young,1972,Old Man by Neil Young
1960,Powderfinger,Neil Young,1978,Powderfinger by Neil Young
1961,Rockin In the Free World,Neil Young,1989,Rockin In the Free World by Neil Young
1962,Southern Man,Neil Young,1970,Southern Man by Neil Young
1963,Sugar Mountain,Neil Young,1969,Sugar Mountain by Neil Young
1964,The Needle and the Damage Done,Neil Young,1972,The Needle and the Damage Done by Neil Young
1965,When You Dance I Can Really Love,Neil Young,null,When You Dance I Can Really Love by Neil Young
1966,Show Me The Way,Nektar,null,Show Me The Way by Nektar
1967,How You Remind Me,Nickelback,2001,How You Remind Me by Nickelback
1968,Photograph,Nickelback,2005,Photograph by Nickelback
1969,Rockstar,Nickelback,2005,Rockstar by Nickelback
1970,Someday (Single Mix),Nickelback,null,Someday (Single Mix) by Nickelback
1971,(You Can Still) Rock in America,Night Ranger,1983,(You Can Still) Rock in America by Night Ranger
1972,Dont Tell Me You Love Me,Night Ranger,1982,Dont Tell Me You Love Me by Night Ranger
1973,Rumors In The Air,Night Ranger,null,Rumors In The Air by Night Ranger
1974,Sister Christian,Night Ranger,1983,Sister Christian by Night Ranger
1975,When You Close Your Eyes,Night Ranger,1983,When You Close Your Eyes by Night Ranger
1976,About a Girl,Nirvana,1989,About a Girl by Nirvana
1977,All Apologies,Nirvana,1993,All Apologies by Nirvana
1978,Come As You Are,Nirvana,1991,Come As You Are by Nirvana
1979,Dumb,Nirvana,1993,Dumb by Nirvana
1980,In Bloom,Nirvana,1991,In Bloom by Nirvana
1981,Lithium,Nirvana,1991,Lithium by Nirvana
1982,On a Plain,Nirvana,1991,On a Plain by Nirvana
1983,Polly,Nirvana,1991,Polly by Nirvana
1984,Smells Like Teen Spirit,Nirvana,1991,Smells Like Teen Spirit by Nirvana
1985,The Man Who Sold the World,Nirvana,null,The Man Who Sold the World by Nirvana
1986,Spirit In The Sky,Norman Greenbaum,1969,Spirit In The Sky by Norman Greenbaum
1987,This Is The Time,Nothing More,null,This Is The Time by Nothing More
1988,Wonderwall,Oasis,1995,Wonderwall by Oasis
1989,STILL THE ONE,Orleans,1976,STILL THE ONE by Orleans
1990,(Sittin On) The Dock of the Bay,Otis Redding,1968,(Sittin On) The Dock of the Bay by Otis Redding
1991,If You Wanna Get to Heaven,Ozark Mountain Daredevils,1973,If You Wanna Get to Heaven by Ozark Mountain Daredevils
1992,Jackie Blue,Ozark Mountain Daredevils,1975,Jackie Blue by Ozark Mountain Daredevils
1993,Bark At The Moon,Ozzy Osbourne,1983,Bark At The Moon by Ozzy Osbourne
1994,Changes,Ozzy Osbourne,null,Changes by Ozzy Osbourne
1995,Crazy Train,Ozzy Osbourne,1980,Crazy Train by Ozzy Osbourne
1996,Diary Of A Madman,Ozzy Osbourne,1981,Diary Of A Madman by Ozzy Osbourne
1997,Flying High Again,Ozzy Osbourne,1981,Flying High Again by Ozzy Osbourne
1998,Goodbye To Romance,Ozzy Osbourne,1980,Goodbye To Romance by Ozzy Osbourne
1999,I Dont Know,Ozzy Osbourne,1980,I Dont Know by Ozzy Osbourne
2000,Mr. Crowley,Ozzy Osbourne,1980,Mr. Crowley by Ozzy Osbourne
2001,Mr. Tinkertrain,Ozzy Osbourne,1992,Mr. Tinkertrain by Ozzy Osbourne
2002,No More Tears,Ozzy Osbourne,1991,No More Tears by Ozzy Osbourne
2003,Over the Mountain,Ozzy Osbourne,1981,Over the Mountain by Ozzy Osbourne
2004,Perry Mason,Ozzy Osbourne,1995,Perry Mason by Ozzy Osbourne
2005,Purple Haze,Ozzy Osbourne,null,Purple Haze by Ozzy Osbourne
2006,Road To Nowhere,Ozzy Osbourne,1991,Road To Nowhere by Ozzy Osbourne
2007,Rocky Mountain Way,Ozzy Osbourne,null,Rocky Mountain Way by Ozzy Osbourne
2008,See You on the Other Side,Ozzy Osbourne,null,See You on the Other Side by Ozzy Osbourne
2009,Shot in the Dark,Ozzy Osbourne,1986,Shot in the Dark by Ozzy Osbourne
2010,Time After Time,Ozzy Osbourne,null,Time After Time by Ozzy Osbourne
2011,Fire and Ice,Pat Benatar,null,Fire and Ice by Pat Benatar
2012,Heartbreaker,Pat Benatar,1979,Heartbreaker by Pat Benatar
2013,Hell Is for Children,Pat Benatar,1980,Hell Is for Children by Pat Benatar
2014,Hit Me With Your Best Shot,Pat Benatar,1980,Hit Me With Your Best Shot by Pat Benatar
2015,Invincible,Pat Benatar,1985,Invincible by Pat Benatar
2016,Love Is A Battlefield,Pat Benatar,1983,Love Is A Battlefield by Pat Benatar
2017,Shadows Of The Night,Pat Benatar,1982,Shadows Of The Night by Pat Benatar
2018,Treat Me Right,Pat Benatar,null,Treat Me Right by Pat Benatar
2019,We Belong,Pat Benatar,1984,We Belong by Pat Benatar
2020,You Better Run,Pat Benatar,1980,You Better Run by Pat Benatar
2021,Boom Boom/,Pat Travers,null,Boom Boom/ by Pat Travers
2022,Snortin Whiskey,Pat Travers,null,Snortin Whiskey by Pat Travers
2023,The Back Seat Of My Car,Paul McCartney & Linda McCartney,1971,The Back Seat Of My Car by Paul McCartney & Linda McCartney
2024,Too Many People,Paul McCartney & Linda McCartney,1971,Too Many People by Paul McCartney & Linda McCartney
2025,Uncle Albert/Admiral Halsey,Paul McCartney & Linda McCartney,1971,Uncle Albert/Admiral Halsey by Paul McCartney & Linda McCartney
2026,Another Day,Paul McCartney & Wings,null,Another Day by Paul McCartney & Wings
2027,Band on the Run,Paul McCartney & Wings,1973,Band on the Run by Paul McCartney & Wings
2028,Birthday (Live),Paul McCartney & Wings,null,Birthday (Live) by Paul McCartney & Wings
2029,Coming Up,Paul McCartney & Wings,1980,Coming Up by Paul McCartney & Wings
2030,Day Tripper,Paul McCartney & Wings,null,Day Tripper by Paul McCartney & Wings
2031,Helen Wheels,Paul McCartney & Wings,1973,Helen Wheels by Paul McCartney & Wings
2032,Hello Goodbye,Paul McCartney & Wings,null,Hello Goodbye by Paul McCartney & Wings
2033,Helter Skelter,Paul McCartney & Wings,null,Helter Skelter by Paul McCartney & Wings
2034,Hey Jude (Live),Paul McCartney & Wings,null,Hey Jude (Live) by Paul McCartney & Wings
2035,Hi Hi Hi,Paul McCartney & Wings,null,Hi Hi Hi by Paul McCartney & Wings
2036,Jet,Paul McCartney & Wings,1973,Jet by Paul McCartney & Wings
2037,Juniors Farm,Paul McCartney & Wings,1974,Juniors Farm by Paul McCartney & Wings
2038,Let Em In,Paul McCartney & Wings,null,Let Em In by Paul McCartney & Wings
2039,Let Me Roll It,Paul McCartney & Wings,1973,Let Me Roll It by Paul McCartney & Wings
2040,Listen To What The Man Says,Paul McCartney & Wings,null,Listen To What The Man Says by Paul McCartney & Wings
2041,Live and Let Die,Paul McCartney & Wings,1973,Live and Let Die by Paul McCartney & Wings
2042,Maybe Im Amazed,Paul McCartney & Wings,1970,Maybe Im Amazed by Paul McCartney & Wings
2043,My Love,Paul McCartney & Wings,1973,My Love by Paul McCartney & Wings
2044,Nineteen Hundred and Eighty Five,Paul McCartney & Wings,null,Nineteen Hundred and Eighty Five by Paul McCartney & Wings
2045,Silly Love Songs,Paul McCartney & Wings,1976,Silly Love Songs by Paul McCartney & Wings
2046,Uncle Albert/Admiral Halsey,Paul McCartney & Wings,1971,Uncle Albert/Admiral Halsey by Paul McCartney & Wings
2047,Venus and Mars/Rock Show,Paul McCartney & Wings,1975,Venus and Mars/Rock Show by Paul McCartney & Wings
2048,With a Little Luck,Paul McCartney & Wings,null,With a Little Luck by Paul McCartney & Wings
2049,50 Ways to Leave Your Lover,Paul Simon,1975,50 Ways to Leave Your Lover by Paul Simon
2050,Kodachrome,Paul Simon,1973,Kodachrome by Paul Simon
2051,Loves Me Like a Rock,Paul Simon,1973,Loves Me Like a Rock by Paul Simon
2052,Me And Julio Down By The Schoolyard,Paul Simon,1972,Me And Julio Down By The Schoolyard by Paul Simon
2053,You Can Call Me Al,Paul Simon,1986,You Can Call Me Al by Paul Simon
2054,Alive,Pearl Jam,1991,Alive by Pearl Jam
2055,Better Man,Pearl Jam,1994,Better Man by Pearl Jam
2056,Black,Pearl Jam,1991,Black by Pearl Jam
2057,Daughter,Pearl Jam,1993,Daughter by Pearl Jam
2058,Dissident,Pearl Jam,1994,Dissident by Pearl Jam
2059,Elderly Woman Behind the Counter in a Small Town,Pearl Jam,1993,Elderly Woman Behind the Counter in a Small Town by Pearl Jam
2060,Even Flow,Pearl Jam,1991,Even Flow by Pearl Jam
2061,Jeremy,Pearl Jam,1991,Jeremy by Pearl Jam
2062,Last Kiss,Pearl Jam,1999,Last Kiss by Pearl Jam
2063,Lightning Bolt,Pearl Jam,2013,Lightning Bolt by Pearl Jam
2064,Not for You,Pearl Jam,1994,Not for You by Pearl Jam
2065,Sirens,Pearl Jam,2013,Sirens by Pearl Jam
2066,Yellow Ledbetter,Pearl Jam,1992,Yellow Ledbetter by Pearl Jam
2067,GONNA GET YA,Pete Townshend,null,GONNA GET YA by Pete Townshend
2068,Let My Love Open the Door,Pete Townshend,1980,Let My Love Open the Door by Pete Townshend
2069,Rough Boys,Pete Townshend,1980,Rough Boys by Pete Townshend
2070,Do You Feel Like We Do,Peter Frampton,1973,Do You Feel Like We Do by Peter Frampton
2071,Show Me the Way,Peter Frampton,1975,Show Me the Way by Peter Frampton
2072,Somethings Happening/,Peter Frampton,null,Somethings Happening/ by Peter Frampton
2073,Big Time,Peter Gabriel,1986,Big Time by Peter Gabriel
2074,Games Without Frontiers,Peter Gabriel,1980,Games Without Frontiers by Peter Gabriel
2075,In Your Eyes,Peter Gabriel,1986,In Your Eyes by Peter Gabriel
2076,Red Rain,Peter Gabriel,1986,Red Rain by Peter Gabriel
2077,SHOCK THE MONKEY,Peter Gabriel,1982,SHOCK THE MONKEY by Peter Gabriel
2078,Sledgehammer,Peter Gabriel,1986,Sledgehammer by Peter Gabriel
2079,Solsbury Hill,Peter Gabriel,1977,Solsbury Hill by Peter Gabriel
2080,Dont Lose My Number,Phil Collins,null,Dont Lose My Number by Phil Collins
2081,I Dont Care Anymore,Phil Collins,null,I Dont Care Anymore by Phil Collins
2082,In the Air Tonight,Phil Collins,1981,In the Air Tonight by Phil Collins
2083,Another Brick In The Wall,Pink Floyd,1979,Another Brick In The Wall by Pink Floyd
2084,Any Colour You Like,Pink Floyd,1973,Any Colour You Like by Pink Floyd
2085,Arnold Layne,Pink Floyd,1967,Arnold Layne by Pink Floyd
2086,Astronomy Domine,Pink Floyd,1967,Astronomy Domine by Pink Floyd
2087,Brain Damage,Pink Floyd,1973,Brain Damage by Pink Floyd
2088,Brain Damage /Eclipse,Pink Floyd,1973,Brain Damage /Eclipse by Pink Floyd
2089,Breathe,Pink Floyd,1973,Breathe by Pink Floyd
2090,Comfortably Numb,Pink Floyd,1979,Comfortably Numb by Pink Floyd
2091,Dogs,Pink Floyd,1977,Dogs by Pink Floyd
2092,Empty Spaces,Pink Floyd,1979,Empty Spaces by Pink Floyd
2093,Empty Spaces/young Lust,Pink Floyd,1979,Empty Spaces/young Lust by Pink Floyd
2094,Fearless,Pink Floyd,1971,Fearless by Pink Floyd
2095,Goodbye Blue Sky,Pink Floyd,1979,Goodbye Blue Sky by Pink Floyd
2096,Have a Cigar,Pink Floyd,1975,Have a Cigar by Pink Floyd
2097,Hey You,Pink Floyd,1979,Hey You by Pink Floyd
2098,Keep Talking,Pink Floyd,1994,Keep Talking by Pink Floyd
2099,Learning to Fly,Pink Floyd,1987,Learning to Fly by Pink Floyd
2100,Money,Pink Floyd,1973,Money by Pink Floyd
2101,Mother,Pink Floyd,1979,Mother by Pink Floyd
2102,On The Turning Away,Pink Floyd,1987,On The Turning Away by Pink Floyd
2103,One Of These Days,Pink Floyd,1971,One Of These Days by Pink Floyd
2104,One Slip,Pink Floyd,1987,One Slip by Pink Floyd
2105,Run Like Hell,Pink Floyd,1979,Run Like Hell by Pink Floyd
2106,See Emily Play,Pink Floyd,1967,See Emily Play by Pink Floyd
2107,Set The Controls For The Heart Of The Sun,Pink Floyd,1968,Set The Controls For The Heart Of The Sun by Pink Floyd
2108,Shine On You Crazy Diamond,Pink Floyd,1975,Shine On You Crazy Diamond by Pink Floyd
2109,Speak to Me/Breathe,Pink Floyd,1973,Speak to Me/Breathe by Pink Floyd
2110,Take It Back,Pink Floyd,1994,Take It Back by Pink Floyd
2111,The Dogs Of War,Pink Floyd,1987,The Dogs Of War by Pink Floyd
2112,The Great Gig In the Sky,Pink Floyd,1973,The Great Gig In the Sky by Pink Floyd
2113,The Happiest Days Of Our Lives/another Brick In The Wall,Pink Floyd,1979,The Happiest Days Of Our Lives/another Brick In The Wall by Pink Floyd
2114,Time,Pink Floyd,1973,Time by Pink Floyd
2115,Time/Gig in The Sky,Pink Floyd,1973,Time/Gig in The Sky by Pink Floyd
2116,Us and Them,Pink Floyd,1973,Us and Them by Pink Floyd
2117,Welcome To The Machine,Pink Floyd,1975,Welcome To The Machine by Pink Floyd
2118,Wish You Were Here,Pink Floyd,1975,Wish You Were Here by Pink Floyd
2119,Young Lust,Pink Floyd,1979,Young Lust by Pink Floyd
2120,Every Rose Has Its Thorn,Poison,1988,Every Rose Has Its Thorn by Poison
2121,Look What The Cat Dragged In,Poison,null,Look What The Cat Dragged In by Poison
2122,Nothin But A Good Time,Poison,1988,Nothin But A Good Time by Poison
2123,Something To Believe In,Poison,1990,Something To Believe In by Poison
2124,Talk Dirty To Me,Poison,1987,Talk Dirty To Me by Poison
2125,A Salty Dog,Procol Harum,1969,A Salty Dog by Procol Harum
2126,A Whiter Shade of Pale,Procol Harum,1967,A Whiter Shade of Pale by Procol Harum
2127,Blurry,Puddle of Mudd,2001,Blurry by Puddle of Mudd
2128,Amie,Pure Prairie League,null,Amie by Pure Prairie League
2129,Another One Bites the Dust,Queen,1980,Another One Bites the Dust by Queen
2130,Bicycle Race,Queen,1978,Bicycle Race by Queen
2131,Bicycle Race/fat Bottomed Girls,Queen,1978,Bicycle Race/fat Bottomed Girls by Queen
2132,Bohemian Rhapsody,Queen,1975,Bohemian Rhapsody by Queen
2133,Crazy Little Thing Called Love,Queen,1979,Crazy Little Thing Called Love by Queen
2134,Dont Stop Me Now,Queen,1977,Dont Stop Me Now by Queen
2135,Fat Bottomed Girls,Queen,1978,Fat Bottomed Girls by Queen
2136,Its Late,Queen,null,Its Late by Queen
2137,Keep Yourself Alive,Queen,1973,Keep Yourself Alive by Queen
2138,Killer Queen,Queen,1974,Killer Queen by Queen
2139,One Vision,Queen,1985,One Vision by Queen
2140,Somebody To Love,Queen,1976,Somebody To Love by Queen
2141,THESE ARE THE DAYS OF OUR LI,Queen,1991,THESE ARE THE DAYS OF OUR LI by Queen
2142,Tie Your Mother Down,Queen,1976,Tie Your Mother Down by Queen
2143,Under Pressure,Queen,1981,Under Pressure by Queen
2144,We Are the Champions,Queen,1977,We Are the Champions by Queen
2145,We Will Rock You,Queen,1977,We Will Rock You by Queen
2146,We Will Rock You/We Are The Champions,Queen,1977,We Will Rock You/We Are The Champions by Queen
2147,Youre My Best Friend,Queen,1976,Youre My Best Friend by Queen
2148,Under Pressure,Queen / David Bowie,1981,Under Pressure by Queen / David Bowie
2149,No One Knows,Queens of the Stone Age,2002,No One Knows by Queens of the Stone Age
2150,Another Rainy Night,Queensryche,1990,Another Rainy Night by Queensryche
2151,Eyes Of A Stranger,Queensryche,null,Eyes Of A Stranger by Queensryche
2152,I Dont Believe In Love,Queensryche,null,I Dont Believe In Love by Queensryche
2153,Jet City Woman,Queensryche,1990,Jet City Woman by Queensryche
2154,Silent Lucidity,Queensryche,1990,Silent Lucidity by Queensryche
2155,Fresh Air,Quicksilver Messenger Service,null,Fresh Air by Quicksilver Messenger Service
2156,Pride of Man,Quicksilver Messenger Service,null,Pride of Man by Quicksilver Messenger Service
2157,Bang Your Head,Quiet Riot,null,Bang Your Head by Quiet Riot
2158,Cum On Feel the Noize,Quiet Riot,null,Cum On Feel the Noize by Quiet Riot
2159,Metal Health,Quiet Riot,1983,Metal Health by Quiet Riot
2160,Its the End of the World As We Know It (And I Feel Fine),R.E.M.,1987,Its the End of the World As We Know It (And I Feel Fine) by R.E.M.
2161,Losing My Religion,R.E.M.,1991,Losing My Religion by R.E.M.
2162,Man On the Moon,R.E.M.,1992,Man On the Moon by R.E.M.
2163,Orange Crush,R.E.M.,1988,Orange Crush by R.E.M.
2164,Stand,R.E.M.,1988,Stand by R.E.M.
2165,The One I Love,R.E.M.,1987,The One I Love by R.E.M.
2166,Man On The Silver Mountain,Rainbow,1975,Man On The Silver Mountain by Rainbow
2167,Since You Been Gone,Rainbow,1979,Since You Been Gone by Rainbow
2168,Stone Cold,Rainbow,1982,Stone Cold by Rainbow
2169,Street Of Dreams,Rainbow,null,Street Of Dreams by Rainbow
2170,Black Betty,Ram Jam,1977,Black Betty by Ram Jam
2171,Back for More,Ratt,null,Back for More by Ratt
2172,Round and Round,Ratt,1984,Round and Round by Ratt
2173,Way Cool Jr.,Ratt,null,Way Cool Jr. by Ratt
2174,Breaking the Girl,Red Hot Chili Peppers,1992,Breaking the Girl by Red Hot Chili Peppers
2175,By the Way,Red Hot Chili Peppers,2002,By the Way by Red Hot Chili Peppers
2176,Californication,Red Hot Chili Peppers,1999,Californication by Red Hot Chili Peppers
2177,Dani California,Red Hot Chili Peppers,2006,Dani California by Red Hot Chili Peppers
2178,Give It Away,Red Hot Chili Peppers,1991,Give It Away by Red Hot Chili Peppers
2179,Scar Tissue,Red Hot Chili Peppers,1999,Scar Tissue by Red Hot Chili Peppers
2180,Soul to Squeeze,Red Hot Chili Peppers,1993,Soul to Squeeze by Red Hot Chili Peppers
2181,Under the Bridge,Red Hot Chili Peppers,1991,Under the Bridge by Red Hot Chili Peppers
2182,Lunatic Fringe,Red Rider,1981,Lunatic Fringe by Red Rider
2183,Back On The Road Again,REO Speedwagon,null,Back On The Road Again by REO Speedwagon
2184,Dont Let Him Go,REO Speedwagon,null,Dont Let Him Go by REO Speedwagon
2185,Golden Country,REO Speedwagon,null,Golden Country by REO Speedwagon
